job_title,company,location,date,duration,level,describtion,link,CLICKABLE LINK
Sales Analyst,Dabur -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Sales Analyst,Full TimeEntry Level · 1 - 3 Yrs of Exp · Sales/Retail · Sales · Sales Analysis · SAP · FMCG · Microsoft Office · English · Sales Analyst,https://wuzzuf.net/jobs/p/iNJfE8l29zk7-Sales-Analyst-Dabur-Cairo-Egypt?o=78&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Vd4JAvFk3kzv-Data-Engineer-Cilantro-Cairo-Egypt?o=79&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Engineer,Cilantro -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Data Engineer,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Science · Data Analysis · Data Analytics · Data Engineering · Data · Database · Information Technology (IT),https://wuzzuf.net/jobs/p/Vd4JAvFk3kzv-Data-Engineer-Cilantro-Cairo-Egypt?o=79&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Ku70z3FTTTLa-ERP-Business-Analyst-Seoudi-Supermarket-Giza-Egypt?o=80&l=sp&t=sj&a=data analyst|search-v3|navbg
ERP Business Analyst,Seoudi Supermarket -,"6th of October, Giza, Egypt ",10/13/2022,Full Time,ERP Business Analyst,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · SAP · Dynamics 365 · Oracle · ERP,https://wuzzuf.net/jobs/p/Ku70z3FTTTLa-ERP-Business-Analyst-Seoudi-Supermarket-Giza-Egypt?o=80&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/RSOdwvluUXQA-BI-Analyst-Webhelp-Cairo-Egypt?o=81&l=sp&t=sj&a=data analyst|search-v3|navbg
BI Analyst,Webhelp -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,BI Analyst,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · CRM · Power BI · SQL · Computer Science · Engineering · excel · Analysis,https://wuzzuf.net/jobs/p/RSOdwvluUXQA-BI-Analyst-Webhelp-Cairo-Egypt?o=81&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/bNOozr89P8Lz-Cost-Accounting-Analysis-Manager-Gharbia-Egypt?o=82&l=sp&t=sj&a=data analyst|search-v3|navbg
Cost Accounting & Analysis Manager,Confidential -,"Gharbia, Egypt ",10/13/2022,Full Time,Cost Accounting & Analysis Manager,Full TimeManager · 10 - 12 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial Analysis · Accounting · Cost Control · Financial Data Analysis · Financial Management · Finance · CMA · English,https://wuzzuf.net/jobs/p/bNOozr89P8Lz-Cost-Accounting-Analysis-Manager-Gharbia-Egypt?o=82&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/TbRvkz0Fc1ty-Database-Administrator-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=83&l=sp&t=sj&a=data analyst|search-v3|navbg
Database Administrator,Egyptian Medical Syndicates Union -,"Garden City, Cairo, Egypt ",10/13/2022,Full Time,Database Administrator,Full TimeExperienced · 5 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · PostgreSQL · SQL · Databases · DBA · ERP · NoSQL · Administration,https://wuzzuf.net/jobs/p/TbRvkz0Fc1ty-Database-Administrator-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=83&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/0qQa4U8C6Ooi-RD-Software-Engineer-RSDE-L2-TensorGraph-Cairo-Egypt?o=84&l=sp&t=sj&a=data analyst|search-v3|navbg
R&D Software Engineer (RSDE-L2),TensorGraph -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,R&D Software Engineer (RSDE-L2),Full TimeExperienced · 2 - 4 Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · Computer Science · Machine Learning · Computer Vision · C++ · C# · AWS · Algorithms,https://wuzzuf.net/jobs/p/0qQa4U8C6Ooi-RD-Software-Engineer-RSDE-L2-TensorGraph-Cairo-Egypt?o=84&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/jWt06kin02Zf-Customer-Insights-Specialist-Qoyod-Cairo-Egypt?o=85&l=sp&t=sj&a=data analyst|search-v3|navbg
Customer Insights Specialist,Qoyod -,"Cairo, Egypt ",10/13/2022,Full Time,Customer Insights Specialist,Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Analyst/Research · Communication skills · Operations · Microsoft Excel · Customer Service · Analysis · Analyst · SQL · MS Office,https://wuzzuf.net/jobs/p/jWt06kin02Zf-Customer-Insights-Specialist-Qoyod-Cairo-Egypt?o=85&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=86&l=sp&t=sj&a=data analyst|search-v3|navbg
BI Developer,Centro CDX -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,BI Developer,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Computer Science · BI · Data Warehouse · Development · Information Technology (IT) · OLAP,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=86&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/gt8pv06U9U7y-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=87&l=sp&t=sj&a=data analyst|search-v3|navbg
Tele Research Associate (Remote Work),BNC Network -,"Cairo, Egypt ",10/13/2022,Full Time,Tele Research Associate (Remote Work),Full TimeWork From HomeEntry Level · Analyst/Research · Research · English · Market Research · arabic · Cold Calling · primary reserach · Data Entry · Data Analysis · soft skills,https://wuzzuf.net/jobs/p/gt8pv06U9U7y-Tele-Research-Associate-Remote-Work-BNC-Network-Cairo-Egypt?o=87&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Zm9mKXt1NVWs-Process-Development-Assistants-All-Locations-in-Egypt-Trevor-Sadd-Associates-Cairo-Egypt?o=88&l=sp&t=sj&a=data analyst|search-v3|navbg
Process Development Assistants (All Locations in Egypt),Trevor Sadd Associates -,"Cairo, Egypt ",10/13/2022,Full Time,Process Development Assistants (All Locations in Egypt),Full TimeFreelance / ProjectWork From HomeEntry Level · 0 - 3 Yrs of Exp · Business Development · Writing/Editorial · Analyst/Research · Construction · Quantity Surveying · Business Development · QA · English · Communication skills · Design,https://wuzzuf.net/jobs/p/Zm9mKXt1NVWs-Process-Development-Assistants-All-Locations-in-Egypt-Trevor-Sadd-Associates-Cairo-Egypt?o=88&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/5nZcRNKh2Sjf-Internal-Audit-Specialist-Masria-Digital-Payment-MDP-Cairo-Egypt?o=89&l=sp&t=sj&a=data analyst|search-v3|navbg
Internal Audit Specialist,Masria Digital Payment (MDP) -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Internal Audit Specialist,Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Quality · Analyst/Research · Analysis · Auditing · Communication · Data Analysis · English · Reporting,https://wuzzuf.net/jobs/p/5nZcRNKh2Sjf-Internal-Audit-Specialist-Masria-Digital-Payment-MDP-Cairo-Egypt?o=89&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/bImU6Lr0L1ch-Data-Engineers-Senior-Multinational-Company-Hala-Consulting-Cairo-Egypt?o=91&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Engineers / Senior (Multinational Company),Hala Consulting  -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Data Engineers / Senior (Multinational Company),Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · back-end · Computer Science · Data · Software Development · Software Engineering · Architecture · AWS,https://wuzzuf.net/jobs/p/bImU6Lr0L1ch-Data-Engineers-Senior-Multinational-Company-Hala-Consulting-Cairo-Egypt?o=91&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/QxAu8Hje6tb3-Junior-Planning-and-Budgeting-Specialist-Tamweely-Cairo-Egypt?o=92&l=sp&t=sj&a=data analyst|search-v3|navbg
Junior Planning and Budgeting Specialist,Tamweely -,"Shubra, Cairo, Egypt ",10/13/2022,Full Time,Junior Planning and Budgeting Specialist,Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Budgeting · Data Analysis · Finance · Planning · Microsoft Office · MS Office,https://wuzzuf.net/jobs/p/QxAu8Hje6tb3-Junior-Planning-and-Budgeting-Specialist-Tamweely-Cairo-Egypt?o=92&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/jX5wf4UC6hGY-Senior-Data-Scientist-BBI-Consultancy-Cairo-Egypt?o=93&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Scientist,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Senior Data Scientist,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · data scientist · Information Technology (IT) · Python · Statistics,https://wuzzuf.net/jobs/p/jX5wf4UC6hGY-Senior-Data-Scientist-BBI-Consultancy-Cairo-Egypt?o=93&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/HdxnQ56kyO8v-Data-Engineer---KSA-Riyadh-Saudi-Arabia?o=94&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Engineer - KSA,Confidential -,"Riyadh, Saudi Arabia ",10/13/2022,Full Time,Data Engineer - KSA,Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Engineering · SQL Server · Information Technology (IT) · Computer Engineering · Programming · Security,https://wuzzuf.net/jobs/p/HdxnQ56kyO8v-Data-Engineer---KSA-Riyadh-Saudi-Arabia?o=94&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/l9VKk9akWvNX-Business-Intelligence-BI-specialist-Johnson-Controls-Cairo-Egypt?o=95&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Intelligence (BI) specialist,Johnson Controls -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Business Intelligence (BI) specialist,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · BI · Business Intelligence · Computer Science · Data Warehouse · ETL · Information Technology (IT) · Microsoft Power BI,https://wuzzuf.net/jobs/p/l9VKk9akWvNX-Business-Intelligence-BI-specialist-Johnson-Controls-Cairo-Egypt?o=95&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/q8QHbFoVS0sI-Senior-Business-Intelligence--Cairo-Alkan-CIT-Cairo-Egypt?o=96&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Business Intelligence -Cairo,Alkan CIT -,"Mokattam, Cairo, Egypt ",10/13/2022,Full Time,Senior Business Intelligence -Cairo,Full TimeExperienced · 5+ Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Data · Business Intelligence · Computer Science · Financial · Information Technology (IT),https://wuzzuf.net/jobs/p/q8QHbFoVS0sI-Senior-Business-Intelligence--Cairo-Alkan-CIT-Cairo-Egypt?o=96&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/gPlkgoEtHL4N-Senior-Data-Engineer--Banha-Z2-Data-Qalubia-Egypt?o=97&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Data Engineer- Banha,Z2 Data -,"Qalubia, Egypt ",10/13/2022,Full Time,Senior Data Engineer- Banha,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Other · Data · Communication · MS Office · Analysis · Engineering · Computer Science · Data Administration,https://wuzzuf.net/jobs/p/gPlkgoEtHL4N-Senior-Data-Engineer--Banha-Z2-Data-Qalubia-Egypt?o=97&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/KIEsf1VNGrM0-Power-BI-Developer-BI-Technologies-Cairo-Egypt?o=98&l=sp&t=sj&a=data analyst|search-v3|navbg
Power BI Developer,BI-Technologies -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Power BI Developer,Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Power BI · SSRS · BI · SQL · Microsoft Power BI · Engineering,https://wuzzuf.net/jobs/p/KIEsf1VNGrM0-Power-BI-Developer-BI-Technologies-Cairo-Egypt?o=98&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/lmmAm8Xwh9w4-Data-Entry-Clerk-World-Vest-Base-WVB-Cairo-Egypt?o=99&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Entry Clerk,World Vest Base (WVB ) -,"Heliopolis, Cairo, Egypt ",10/13/2022,Full Time,Data Entry Clerk,Full TimeEntry Level · 0 - 2 Yrs of Exp · Writing/Editorial · Data · Data Entry · Financial · Speed · Typing · Administration · Arabic · English · MS Office,https://wuzzuf.net/jobs/p/lmmAm8Xwh9w4-Data-Entry-Clerk-World-Vest-Base-WVB-Cairo-Egypt?o=99&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/2zHnyKxDRADn-Planning-Coordinator-Giza-Egypt?o=100&l=sp&t=sj&a=data analyst|search-v3|navbg
Planning Coordinator,Confidential -,"6th of October, Giza, Egypt ",10/13/2022,Full Time,Planning Coordinator,Full TimeEntry Level · 0 - 2 Yrs of Exp · Administration · Project/Program Management · Analyst/Research · Data Analysis · Planning · Project Management · Administration · Marketing · English,https://wuzzuf.net/jobs/p/2zHnyKxDRADn-Planning-Coordinator-Giza-Egypt?o=100&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/nxu7try4Hb7f-Researcher-Cairo-Egypt?o=101&l=sp&t=sj&a=data analyst|search-v3|navbg
Researcher,Confidential -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Researcher,Full TimeEntry Level · 1+ Yrs of Exp · Analyst/Research · Data Analysis · Analysis · Development · Research · Writing · Editing · Social Media · Market Research · Marketing,https://wuzzuf.net/jobs/p/nxu7try4Hb7f-Researcher-Cairo-Egypt?o=101&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yvKLvGcoRMNa-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=102&l=sp&t=sj&a=data analyst|search-v3|navbg
Data Scientist,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt ",10/13/2022,Full Time,Data Scientist,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Science · Programming · Machine Learning · Python · Data Analytics · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/yvKLvGcoRMNa-Data-Scientist-Seoudi-Supermarket-Giza-Egypt?o=102&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/IwCOXuPvzXoJ-CFO-Cairo-Egypt?o=103&l=sp&t=sj&a=data analyst|search-v3|navbg
CFO,Confidential -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,CFO,Full TimeSenior Management · 20+ Yrs of Exp · Accounting/Finance · C-Level Executive/GM/Director · CFO · Finance · Financial Analysis · Financial Management · Accounting · MBA · Data Analysis · Financial,https://wuzzuf.net/jobs/p/IwCOXuPvzXoJ-CFO-Cairo-Egypt?o=103&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/nG7tTtPAOcJ5-GIS-Specialists-Cairo-Egypt?o=104&l=sp&t=sj&a=data analyst|search-v3|navbg
GIS Specialists,Confidential -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,GIS Specialists,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · ArcGIS · Analysis · GIS · Routing · Geographic Information System · Satellite · Digitizing · Computer Science,https://wuzzuf.net/jobs/p/nG7tTtPAOcJ5-GIS-Specialists-Cairo-Egypt?o=104&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/ChZqSmbjw5i9-Power-BI-Developer-Sutherland-Alexandria-Egypt?o=106&l=sp&t=sj&a=data analyst|search-v3|navbg
Power BI Developer,Sutherland -,"Alexandria, Egypt ",10/13/2022,Full Time,Power BI Developer,Full TimeWork From HomeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Intelligence · DAX · Power BI · SQL · BI · Data Warehousing · Python,https://wuzzuf.net/jobs/p/ChZqSmbjw5i9-Power-BI-Developer-Sutherland-Alexandria-Egypt?o=106&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/yJDQeeYEcS5R-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=107&l=sp&t=sj&a=data analyst|search-v3|navbg
SOC Engineer,Link Datacenter -,"Giza, Egypt ",10/13/2022,Full Time,SOC Engineer,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CEH · Computer Engineering · Computer Science · GCIH · GSEC · Information Security · Information Technology (IT) · Network Operations Center,https://wuzzuf.net/jobs/p/yJDQeeYEcS5R-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=107&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/UiMGjZypVp0f-Accountant-Amer-vision-Cairo-Egypt?o=108&l=sp&t=sj&a=data analyst|search-v3|navbg
Accountant,Amer vision -,"Sheraton, Cairo, Egypt ",10/13/2022,Full Time,Accountant,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · analytical · Accounting · Communication skills · Financial · Financial Analysis · Management · Microsoft Office,https://wuzzuf.net/jobs/p/UiMGjZypVp0f-Accountant-Amer-vision-Cairo-Egypt?o=108&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/5pV2wcoPHmsT-Financial-Planning-Analysis-Specialist---FPA-willys-kitchen-Egypt-Cairo-Egypt?o=109&l=sp&t=sj&a=data analyst|search-v3|navbg
Financial Planning & Analysis Specialist - FP&A,willys kitchen-Egypt -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Financial Planning & Analysis Specialist - FP&A,Full TimeExperienced · 5+ Yrs of Exp · males_only · Accounting/Finance · Accounting · CFA · CMA · analytical · CPA · Economics · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/5pV2wcoPHmsT-Financial-Planning-Analysis-Specialist---FPA-willys-kitchen-Egypt-Cairo-Egypt?o=109&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/internship/LGTfqNjP6gc7-Flask-Python-Developer-Cyber-security-Company-Cairo-Egypt?o=110&l=sp&t=sj&a=data analyst|search-v3|navbg
Flask Python Developer,Cyber security  Company -,"Cairo, Egypt ",10/13/2022,Internship,Flask Python Developer,InternshipEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Flask · Python · Software Development · Computer Science · Information Technology (IT),https://wuzzuf.net/internship/LGTfqNjP6gc7-Flask-Python-Developer-Cyber-security-Company-Cairo-Egypt?o=110&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/FJfuTOF3OLr8-Business-Solutions-Senior-Specialist-Kandil-Industries-Cairo-Egypt?o=111&l=sp&t=sj&a=data analyst|search-v3|navbg
Business Solutions Senior Specialist,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt ",10/13/2022,Full Time,Business Solutions Senior Specialist,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · business · ERP · ERP Solutions · ERP System,https://wuzzuf.net/jobs/p/FJfuTOF3OLr8-Business-Solutions-Senior-Specialist-Kandil-Industries-Cairo-Egypt?o=111&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/qBgCIzMnfy4F-Marketing-Director-Giza-Egypt?o=112&l=sp&t=sj&a=data analyst|search-v3|navbg
Marketing Director,Confidential -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Marketing Director,Full TimeManager · 5 - 7 Yrs of Exp · Business Development · Marketing/PR/Advertising · Analyst/Research · business · Campaign · campaigns · Communication · Management · Marketing · Performance,https://wuzzuf.net/jobs/p/qBgCIzMnfy4F-Marketing-Director-Giza-Egypt?o=112&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/VuHJB4YO30At-Ranking-Coordinator-Nile-University-Giza-Egypt?o=113&l=sp&t=sj&a=data analyst|search-v3|navbg
Ranking Coordinator,Nile University -,"Sheikh Zayed, Giza, Egypt ",10/13/2022,Full Time,Ranking Coordinator,Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Analyst/Research · Media/Journalism/Publishing · ranking · coordinator · communications · Research · Microsoft Office · Microsoft Excel · interpersonal,https://wuzzuf.net/jobs/p/VuHJB4YO30At-Ranking-Coordinator-Nile-University-Giza-Egypt?o=113&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/uO9l9g6kyE6j-Reporting-and-Planning-Manager-Assistant-Egypt-Gold-Cairo-Egypt?o=114&l=sp&t=sj&a=data analyst|search-v3|navbg
Reporting and Planning Manager Assistant,Egypt Gold  -,"Heliopolis, Cairo, Egypt ",10/13/2022,Full Time,Reporting and Planning Manager Assistant,Full TimeEntry Level · 1 - 2 Yrs of Exp · Administration · Analyst/Research · Sales/Retail · Administration · business · Communication · Communication skills · Microsoft Excel · excel · Microsoft Office,https://wuzzuf.net/jobs/p/uO9l9g6kyE6j-Reporting-and-Planning-Manager-Assistant-Egypt-Gold-Cairo-Egypt?o=114&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/YwzIdkLFDnFo-Senior-Back-End-Software-Developer-C-BI-Technologies-Cairo-Egypt?o=115&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Back-End Software Developer (C#),BI-Technologies -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Senior Back-End Software Developer (C#),Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery,https://wuzzuf.net/jobs/p/YwzIdkLFDnFo-Senior-Back-End-Software-Developer-C-BI-Technologies-Cairo-Egypt?o=115&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/3k9W3PdCYzj0-Marketing-Research-Specialist-Elmarakby-Steel-Giza-Egypt?o=116&l=sp&t=sj&a=data analyst|search-v3|navbg
Marketing Research Specialist,Elmarakby Steel -,"Sheikh Zayed, Giza, Egypt ",10/13/2022,Full Time,Marketing Research Specialist,Full TimeEntry Level · 1 - 2 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Engineering · E-Marketing · Internet · Management · Market Research · Marketing · Mining,https://wuzzuf.net/jobs/p/3k9W3PdCYzj0-Marketing-Research-Specialist-Elmarakby-Steel-Giza-Egypt?o=116&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=117&l=sp&t=sj&a=data analyst|search-v3|navbg
Core Banking Solution Support,Confidential -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Core Banking Solution Support,Full TimeExperienced · 3 - 5 Yrs of Exp · Banking · Business Development · IT/Software Development · Banking · Computer Science · Core Banking · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=117&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/uO47CaX0JSAL-Market-Research-Manager-intella-Giza-Egypt?o=118&l=sp&t=sj&a=data analyst|search-v3|navbg
Market Research Manager,intella -,"Dokki, Giza, Egypt ",10/13/2022,Full Time,Market Research Manager,Full TimeManager · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Market Research · Data Analysis · Management · Analysis · E-Marketing · Marketing · Research · Projects,https://wuzzuf.net/jobs/p/uO47CaX0JSAL-Market-Research-Manager-intella-Giza-Egypt?o=118&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/Pd5Fs3xYVIP3-Forecasting-Specialist-Kimal-Medical-Technologies-Cairo-Egypt?o=119&l=sp&t=sj&a=data analyst|search-v3|navbg
Forecasting Specialist,Kimal Medical Technologies -,"Nasr City, Cairo, Egypt ",10/13/2022,Full Time,Forecasting Specialist,Full TimeExperienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Medical/Healthcare · Demand Planning · Product Forecasting · Supply Chain · Medical Devices · MRP · Data Analysis · Manufacturing Industry · Logistics,https://wuzzuf.net/jobs/p/Pd5Fs3xYVIP3-Forecasting-Specialist-Kimal-Medical-Technologies-Cairo-Egypt?o=119&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/J5ER2MFR59MO-Senior-Marketing-Executive-UG-Medical-Cairo-Egypt?o=121&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Marketing Executive,UG Medical -,"New Cairo, Cairo, Egypt ",10/13/2022,Full Time,Senior Marketing Executive,Full TimeExperienced · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Science · Biotech · Marketing · Social Media · Digital Marketing · Branding · Communication,https://wuzzuf.net/jobs/p/J5ER2MFR59MO-Senior-Marketing-Executive-UG-Medical-Cairo-Egypt?o=121&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/FOZTTWDHAeev-Senior-Quantity-Surveyor-Evolvice-GmbH-Cairo-Egypt?o=122&l=sp&t=sj&a=data analyst|search-v3|navbg
Senior Quantity Surveyor,Evolvice GmbH -,"Maadi, Cairo, Egypt ",10/13/2022,Full Time,Senior Quantity Surveyor,Full TimeExperienced · 5 - 15 Yrs of Exp · Engineering - Other · Finance · Telecommunication · AutoCAD · Engineering · English,https://wuzzuf.net/jobs/p/FOZTTWDHAeev-Senior-Quantity-Surveyor-Evolvice-GmbH-Cairo-Egypt?o=122&l=sp&t=sj&a=data analyst|search-v3|navbg,https://wuzzuf.net/jobs/p/TRVGifV53RKn-OMD-Admin-Sykes-Enterprises-Cairo-Egypt?o=123&l=sp&t=sj&a=data analyst|search-v3|navbg
